AC1_508	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae
AC1_509	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae
AC1_510	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Physiococcus
AC1_511	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae
AC1_512	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales
AC1_513	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae
AC1_514	Bacteria;Proteobacteria;Alphaproteobacteria
AC1_515	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maritimibacter
AC1_516	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira
AC1_517	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae
AC1_518	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae
AC1_519	Bacteria;Proteobacteria;Deltaproteobacteria
AC1_520	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
AC1_521	Bacteria;Proteobacteria;Deltaproteobacteria
AC1_522	Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae
AC1_524	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;Bellilinea
AC1_525	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
AC1_526	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius
AC1_528	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales
AC1_529	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Unassigned;Caldithrix
AC1_530	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
AC1_531	Bacteria;Chloroflexi
AC1_532	Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Syntrophorhabdaceae;Syntrophorhabdus
AC1_533	Bacteria;Proteobacteria;Deltaproteobacteria
AC1_534	Bacteria;Acidobacteria;Holophagae
AC1_535	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
AC1_536	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium
AC1_538	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae
AC1_539	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae
AC1_540	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius
AC1_542	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae
AC1_544	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Gracilimonas
AC1_545	Bacteria;Proteobacteria;Betaproteobacteria
AC1_547	Bacteria;Gemmatimonadetes;Gemmatimonadetes
AC1_549	Bacteria;OD1
AC1_550	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Gracilimonas
AC1_551	Unknown
AC1_553	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;Anaerolinea
